"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Survey response rate,Footnote for Survey response rate,Footnote Number
109016,2,11,3,11,89,11,2,11,82,11,1,11,69,11,2,11,76,11,67,11,55,11,18,11,11
109022,4,11,3,11,90,11,5,11,90,11,4,11,85,11,4,11,89,11,92,11,40,11,22,11,11
109023,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109028,3,,3,,85,,4,,81,,2,,78,,3,,81,,72,,97,,28,,
109029,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109032,3,,3,,88,,2,,79,,2,,75,,3,,86,,81,,185,,30,,
109033,Not Available,9,Not Available,9,76,9,Not Available,9,78,9,Not Available,9,92,9,Not Available,9,99,9,66,9,4,9,17,9,9
109034,2,,1,,79,,2,,76,,1,,67,,2,,78,,67,,117,,5,,
109043,Not Available,11,Not Available,11,92,11,Not Available,11,96,11,Not Available,11,70,11,Not Available,11,80,11,91,11,13,11,21,11,11
109044,Not Available,11,Not Available,11,96,11,Not Available,11,87,11,Not Available,11,89,11,Not Available,11,89,11,95,11,31,11,33,11,11
109046,4,"10,11",3,"10,11",88,"10,11",5,"10,11",92,"10,11",4,"10,11",84,"10,11",4,"10,11",92,"10,11",74,"10,11",60,"10,11",15,"10,11","10,11"
109050,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109052,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109054,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109056,Not Available,9,Not Available,9,78,9,Not Available,9,88,9,Not Available,9,25,9,Not Available,9,100,9,100,9,1,9,11,9,9
109058,4,11,4,11,92,11,4,11,83,11,2,11,76,11,4,11,92,11,89,11,66,11,25,11,11
109060,2,,2,,83,,2,,78,,2,,71,,2,,79,,69,,251,,17,,
109061,3,,3,,84,,4,,88,,2,,74,,3,,84,,74,,158,,25,,
109064,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109065,Not Available,11,Not Available,11,100,11,Not Available,11,94,11,Not Available,11,99,11,Not Available,11,100,11,100,11,18,11,30,11,11
109068,Not Available,11,Not Available,11,95,11,Not Available,11,95,11,Not Available,11,92,11,Not Available,11,85,11,83,11,23,11,17,11,11
109071,3,,4,,92,,4,,87,,1,,68,,4,,88,,86,,231,,22,,
109072,Not Available,11,Not Available,11,100,11,Not Available,11,98,11,Not Available,11,86,11,Not Available,11,98,11,98,11,21,11,23,11,11
109076,5,,5,,96,,5,,93,,5,,90,,5,,97,,96,,94,,35,,
109077,Not Available,9,Not Available,9,83,9,Not Available,9,84,9,Not Available,9,65,9,Not Available,9,92,9,85,9,8,9,32,9,9
109078,3,,3,,90,,4,,87,,1,,48,,3,,84,,78,,74,,14,,
109079,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109080,Not Available,11,Not Available,11,93,11,Not Available,11,87,11,Not Available,11,80,11,Not Available,11,100,11,87,11,19,11,32,11,11
109082,Not Available,9,Not Available,9,97,9,Not Available,9,97,9,Not Available,9,93,9,Not Available,9,88,9,71,9,4,9,19,9,9
109091,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109098,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109100,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109102,5,,5,,93,,5,,90,,4,,87,,5,,93,,87,,336,,24,,
109106,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109107,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109108,3,,3,,87,,4,,82,,3,,81,,3,,82,,75,,282,,22,,
109112,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,96,9,Not Available,9,99,9,98,9,3,9,1,9,9
109119,4,,4,,91,,5,,91,,3,,80,,4,,92,,84,,284,,46,,
109120,Not Available,11,Not Available,11,95,11,Not Available,11,93,11,Not Available,11,86,11,Not Available,11,93,11,90,11,13,11,8,11,11
109122,3,,4,,91,,4,,87,,2,,73,,3,,85,,82,,81,,12,,
109127,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109137,Not Available,11,Not Available,11,89,11,Not Available,11,87,11,Not Available,11,92,11,Not Available,11,94,11,93,11,28,11,16,11,11
109138,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109140,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109141,Not Available,9,Not Available,9,98,9,Not Available,9,95,9,Not Available,9,98,9,Not Available,9,97,9,96,9,5,9,15,9,9
109143,3,,4,,89,,4,,87,,1,,70,,4,,89,,80,,277,,31,,
109144,Not Available,11,Not Available,11,93,11,Not Available,11,90,11,Not Available,11,71,11,Not Available,11,93,11,69,11,11,11,8,11,11
109145,Not Available,9,Not Available,9,100,9,Not Available,9,99,9,Not Available,9,97,9,Not Available,9,100,9,100,9,1,9,5,9,9
109153,4,,4,,92,,5,,90,,4,,86,,4,,89,,84,,341,,33,,
109154,Not Available,11,Not Available,11,91,11,Not Available,11,89,11,Not Available,11,90,11,Not Available,11,94,11,82,11,37,11,26,11,11
109156,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109167,Not Available,11,Not Available,11,91,11,Not Available,11,95,11,Not Available,11,92,11,Not Available,11,93,11,100,11,11,11,12,11,11
109169,Not Available,11,Not Available,11,92,11,Not Available,11,91,11,Not Available,11,63,11,Not Available,11,95,11,87,11,39,11,30,11,11
109172,Not Available,11,Not Available,11,79,11,Not Available,11,80,11,Not Available,11,82,11,Not Available,11,85,11,67,11,17,11,5,11,11
109177,Not Available,11,Not Available,11,93,11,Not Available,11,88,11,Not Available,11,83,11,Not Available,11,81,11,90,11,17,11,8,11,11
109180,4,11,5,11,96,11,5,11,92,11,3,11,79,11,4,11,94,11,85,11,66,11,12,11,11
109181,Not Available,11,Not Available,11,91,11,Not Available,11,79,11,Not Available,11,86,11,Not Available,11,77,11,76,11,14,11,17,11,11
109207,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109218,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109224,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109225,Not Available,9,Not Available,9,100,9,Not Available,9,95,9,Not Available,9,95,9,Not Available,9,99,9,86,9,8,9,38,9,9
109229,Not Available,11,Not Available,11,80,11,Not Available,11,75,11,Not Available,11,59,11,Not Available,11,77,11,74,11,18,11,23,11,11
109230,Not Available,11,Not Available,11,100,11,Not Available,11,98,11,Not Available,11,92,11,Not Available,11,98,11,97,11,19,11,10,11,11
109235,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109236,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109238,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,98,9,Not Available,9,100,9,99,9,4,9,17,9,9
109239,Not Available,11,Not Available,11,100,11,Not Available,11,100,11,Not Available,11,92,11,Not Available,11,100,11,100,11,13,11,8,11,11
109241,Not Available,9,Not Available,9,91,9,Not Available,9,90,9,Not Available,9,88,9,Not Available,9,86,9,59,9,10,9,11,9,9
109244,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109250,3,,3,,90,,3,,85,,1,,66,,3,,82,,80,,124,,18,,
109251,Not Available,11,Not Available,11,99,11,Not Available,11,96,11,Not Available,11,85,11,Not Available,11,89,11,82,11,24,11,15,11,11
109255,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109256,Not Available,11,Not Available,11,93,11,Not Available,11,89,11,Not Available,11,89,11,Not Available,11,94,11,89,11,17,11,13,11,11
109257,Not Available,9,Not Available,9,50,9,Not Available,9,100,9,Not Available,9,80,9,Not Available,9,100,9,100,9,1,9,6,9,9
109263,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109265,Not Available,11,Not Available,11,100,11,Not Available,11,100,11,Not Available,11,80,11,Not Available,11,100,11,100,11,11,11,11,11,11
109268,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,90,9,Not Available,9,97,9,98,9,4,9,14,9,9
109269,3,,3,,88,,4,,86,,3,,79,,3,,78,,80,,336,,27,,
109270,5,,4,,91,,5,,90,,5,,89,,4,,91,,90,,384,,34,,
109276,4,,4,,89,,5,,88,,4,,85,,4,,89,,79,,126,,37,,
109284,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109286,3,,2,,83,,3,,83,,2,,74,,3,,81,,71,,76,,21,,
109287,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109289,3,11,3,11,86,11,4,11,86,11,2,11,76,11,4,11,91,11,81,11,50,11,20,11,11
109290,Not Available,9,Not Available,9,84,9,Not Available,9,80,9,Not Available,9,87,9,Not Available,9,99,9,76,9,8,9,4,9,9
109294,1,,1,,82,,1,,79,,1,,65,,2,,76,,68,,83,,20,,
109297,Not Available,9,Not Available,9,95,9,Not Available,9,94,9,Not Available,9,67,9,Not Available,9,91,9,81,9,10,9,15,9,9
109309,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109324,Not Available,11,Not Available,11,82,11,Not Available,11,76,11,Not Available,11,60,11,Not Available,11,82,11,64,11,36,11,8,11,11
109330,4,,4,,89,,5,,90,,1,,65,,4,,87,,78,,162,,16,,
109332,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109335,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109337,Not Available,11,Not Available,11,72,11,Not Available,11,71,11,Not Available,11,56,11,Not Available,11,75,11,56,11,34,11,24,11,11
109338,2,,2,,86,,2,,82,,2,,77,,2,,78,,82,,107,,17,,
109341,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109342,5,11,5,11,98,11,5,11,92,11,5,11,88,11,5,11,96,11,98,11,49,11,48,11,11
109343,Not Available,9,Not Available,9,81,9,Not Available,9,73,9,Not Available,9,83,9,Not Available,9,100,9,66,9,5,9,11,9,9
109344,2,,2,,84,,2,,77,,2,,78,,3,,82,,68,,97,,13,,
109346,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109349,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109353,4,11,4,11,92,11,5,11,92,11,1,11,69,11,4,11,88,11,82,11,69,11,17,11,11
109360,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109361,4,11,4,11,93,11,4,11,87,11,3,11,81,11,3,11,85,11,71,11,47,11,24,11,11
109363,Not Available,9,Not Available,9,89,9,Not Available,9,100,9,Not Available,9,94,9,Not Available,9,100,9,100,9,5,9,3,9,9
109366,4,,4,,89,,4,,86,,3,,79,,4,,85,,81,,175,,35,,
109371,3,,4,,89,,4,,88,,2,,76,,3,,86,,81,,374,,27,,
109373,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109377,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109382,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109383,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109385,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109386,Not Available,9,Not Available,9,83,9,Not Available,9,75,9,Not Available,9,78,9,Not Available,9,74,9,93,9,7,9,15,9,9
109387,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109388,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109391,Not Available,11,Not Available,11,99,11,Not Available,11,99,11,Not Available,11,88,11,Not Available,11,93,11,93,11,28,11,12,11,11
109396,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109400,1,,1,,77,,2,,77,,1,,60,,1,,72,,58,,151,,17,,
109401,4,,3,,89,,4,,84,,3,,82,,4,,85,,80,,416,,38,,
109404,Not Available,11,Not Available,11,98,11,Not Available,11,94,11,Not Available,11,95,11,Not Available,11,99,11,92,11,22,11,17,11,11
109405,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109406,4,,4,,93,,5,,92,,3,,82,,4,,91,,89,,72,,33,,
109408,Not Available,11,Not Available,11,85,11,Not Available,11,94,11,Not Available,11,96,11,Not Available,11,95,11,68,11,13,11,16,11,11
109412,Not Available,9,Not Available,9,83,9,Not Available,9,82,9,Not Available,9,24,9,Not Available,9,76,9,76,9,4,9,24,9,9
109413,Not Available,9,Not Available,9,89,9,Not Available,9,87,9,Not Available,9,70,9,Not Available,9,73,9,73,9,8,9,8,9,9
109414,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109423,4,,4,,89,,4,,85,,3,,81,,4,,87,,84,,385,,23,,
109424,Not Available,9,Not Available,9,98,9,Not Available,9,99,9,Not Available,9,93,9,Not Available,9,98,9,97,9,6,9,8,9,9
109425,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109428,Not Available,9,Not Available,9,46,9,Not Available,9,55,9,Not Available,9,44,9,Not Available,9,51,9,51,9,4,9,17,9,9
109430,Not Available,11,Not Available,11,86,11,Not Available,11,81,11,Not Available,11,78,11,Not Available,11,77,11,65,11,24,11,19,11,11
109433,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109435,4,11,3,11,89,11,4,11,86,11,3,11,82,11,5,11,92,11,77,11,57,11,17,11,11
109437,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109444,3,11,3,11,87,11,4,11,83,11,1,11,65,11,2,11,82,11,81,11,63,11,28,11,11
109445,Not Available,9,Not Available,9,92,9,Not Available,9,88,9,Not Available,9,77,9,Not Available,9,72,9,77,9,9,9,6,9,9
109446,Not Available,11,Not Available,11,89,11,Not Available,11,76,11,Not Available,11,77,11,Not Available,11,68,11,67,11,31,11,20,11,11
109449,4,,4,,91,,4,,86,,4,,85,,4,,92,,83,,108,,18,,
109450,3,11,4,11,89,11,2,11,83,11,2,11,73,11,4,11,85,11,78,11,61,11,33,11,11
109458,3,11,3,11,86,11,4,11,84,11,1,11,67,11,3,11,76,11,60,11,45,11,13,11,11
109462,3,,3,,88,,4,,86,,2,,72,,3,,83,,77,,136,,22,,
109465,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
109466,Not Available,9,Not Available,9,84,9,Not Available,9,85,9,Not Available,9,87,9,Not Available,9,91,9,51,9,8,9,19,9,9
109468,Not Available,9,Not Available,9,82,9,Not Available,9,77,9,Not Available,9,77,9,Not Available,9,61,9,40,9,8,9,4,9,9
109470,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
