"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT",NPI,"MULTIPLE NPI FLAG",CCN,"ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT",PROPRIETARY_NONPROFIT,"ADDRESS LINE 1","ADDRESS LINE 2",CITY,STATE,"ZIP CODE","PRACTICE LOCATION TYPE","LOCATION OTHER TYPE TEXT"
O20080324000340,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1033191317,N,057495,7214013804,"ERA HOME HEALTH SERVICES CORPORATION","",1994-03-30,CA,CORPORATION,"",P,"270 W BADILLO ST","",COVINA,CA,917231906,"HHA BRANCH",""
O20080324000348,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1881609436,N,058110,8022194612,"NEW HAVEN HOME HEALTH SERVICES INC","",2001-06-22,CA,CORPORATION,"",P,"333 GELLERT BLVD","STE 227","DALY CITY",CA,940152660,"",""
O20080325000069,LA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1609803022,N,197294,5991614760,"PEDIATRIC SERVICES OF AMERICA, LLC","AVEANNA HEALTHCARE",2020-12-28,GA,LLC,"",P,"3525 N CAUSEWAY BLVD","STE 800",METAIRIE,LA,700023660,"",""
O20080325000722,NV,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1811174196,N,297160,8820174295,"MESA VIEW HOME CARE LLC","",2008-01-30,NV,LLC,"",P,"330 FALCON RIDGE PKWY BUILDING 200","STE A",MESQUITE,NV,890275813,"",""
O20080326000250,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1164590246,N,058034,0840376240,"NEVADA GEM HOME HEALTH","CALIFORNIA NURSES HOME HEALTH SERVICES",1996-06-07,NV,CORPORATION,"",P,"17418 CHATSWORTH ST 200","","GRANADA HILLS",CA,913447626,"",""
O20080327000104,LA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1578566261,N,197154,2961588264,"HOSPITAL SERVICE DISTRICT NO 1 OF POINTE COUPEE, LOUISIANA INC","POINTE COUPEE HOMEBOUND HEALTH SERVICES","","",OTHER,"GOVERNMENTAL HOSP SVC  DISTRICT",P,"350 HOSPITAL RD","","NEW ROADS",LA,707602621,"",""
O20080327000356,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1972584852,N,458025,3375629694,"TEXAS TOTAL CARE,INC","",1996-07-15,TX,CORPORATION,"",P,"21820 IH 10","",VIDOR,TX,776622495,"",""
O20080327000487,PA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1285803437,N,398081,6800972035,"CRITICARE LANCASTER, INC",CRITICARE,2007-12-11,PA,CORPORATION,"",P,"2135 NOLL DR","STE A",LANCASTER,PA,176037602,"",""
O20080327000489,GA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1992799449,N,117082,8628154853,"SJC HOME HEALTH SERVICES INC","ST. JOSEPH'S/CANDLER HOME HEALTHCARE",1978-04-07,GA,CORPORATION,"",N,"229 W GENERAL SCREVEN WAY","STE H1-B",HINESVILLE,GA,313133054,"",""
O20080327000830,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1407855620,N,058476,7719069046,"DUHANEY HOME HEALTH CARE, INC","",1993-12-03,CA,CORPORATION,"",P,"6060 W MANCHESTER AVE","STE 312","LOS ANGELES",CA,900454267,"",""
O20080328000132,TN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1649266974,N,447469,0749190270,"PRISMA HEALTH-BLOUNT MEMORIAL HOSPITAL, INC","BLOUNT MEMORIAL HOSPITAL HOME HEALTH SERVICES",1947-06-26,TN,CORPORATION,"",N,"1095 E LAMAR ALEXANDER PKWY","",MARYVILLE,TN,378045134,"",""
O20080328000221,TN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1528057791,N,447408,4688569718,"MAURY REGIONAL HOSPITAL","MAURY REGIONAL HOME SERVICES","","",OTHER,"GOVT OWNED/NOT FOR PROFIT",N,"800 SOUTH JAMES CAMPBELL BLVD","STE 12",COLUMBIA,TN,384015937,"HHA BRANCH",""
O20080328000409,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1194775775,N,459165,8729164843,"EFFICIENT HOME CARE, INC","EFFICIENT HOME CARE",1998-06-22,TX,CORPORATION,"",P,"9888 BISSONNET STREET","SUITE 680",HOUSTON,TX,770368023,"",""
O20080328000471,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1225184963,N,557038,2062320559,"DIGNITY HEALTH","DIGNITY HEALTH HOME HEALTH",1954-10-11,CA,CORPORATION,"",N,"124 S COLLEGE DR","","SANTA MARIA",CA,934545325,"HHA BRANCH",""
O20080328000671,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1831101880,N,679466,5395846927,"ANGELS OF MERCY HOME HEALTH LLC","","","",LLC,"",P,"910 E PALMA VISTA DR","",PALMVIEW,TX,785721969,"",""
O20080328000750,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1346429594,N,059100,1850477910,"CHELSEAS HOME HEALTH CARE INC","",2007-08-13,CA,CORPORATION,"",P,"3550 WILSHIRE BLVD","STE 905","LOS ANGELES",CA,900102414,"HHA BRANCH",""
O20080329000069,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1932147378,N,557524,3274619341,"ALEXUS HOME HEALTHCARE, INC.","",1999-07-22,CA,CORPORATION,"",P,"4000 LONG BEACH BLVD","STE 221","LONG BEACH",CA,908072617,"",""
O20080329000105,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1730145491,N,557172,9234215310,"HOME CARE NETWORK, INC.","LONG BEACH HEALTH CARE",1993-11-10,CA,CORPORATION,"",P,"3505 LONG BEACH BLVD","STE 2B","LONG BEACH",CA,908073947,"",""
O20080331000198,IN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1407986946,N,157276,9638089030,"HOME CARE NETWORK, INC.","PEDICATRIC NURSING SPECIALISTS OF INDIANA",1994-02-03,OH,CORPORATION,"",P,"8580 CEDAR PLACE DR","STE 115C",INDIANAPOLIS,IN,462408304,"",""
O20080331000235,IN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1922137876,N,157197,9638089030,"HOME CARE NETWORK, INC.","",1994-01-25,OH,CORPORATION,"",P,"8580 CEDAR PLACE DR","STE 115B",INDIANAPOLIS,IN,462402379,"",""
O20080331000244,IN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1063542595,N,157428,9638089030,"HOME CARE NETWORK, INC.","",1994-01-25,OH,CORPORATION,"",P,"8580 CEDAR PLACE DR","STE 115A",INDIANAPOLIS,IN,462402379,"",""
O20080331000336,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1174792626,N,239096,8820174857,"NATIONAL HOME CARE LLC","",2008-02-26,MI,LLC,"",P,"25210 FIVE MILE RD","",REDFORD,MI,482393702,"",""
O20080402000071,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1629129937,N,107151,8729022264,"AMEDISYS FLORIDA, LLC","AMEDISYS HOME HEALTH",2000-10-16,FL,LLC,"",P,"2623 CENTENNIAL BLVD","STE 201",TALLAHASSEE,FL,323080601,"",""
O20080402000143,CO,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1437254612,N,067044,8628989043,"CENTURA VENTURES LLC","HOME HEALTH BRISTLECONE",2001-02-28,CO,LLC,"",P,"68 SCHOOL RD","STE 200",FRISCO,CO,80443,"",""
O20080404000390,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1407990575,N,057494,8820175599,"REDLANDS COMMUNITY HOSPITAL","REDLANDS COMMUNITY HOSPITAL HOME HEALTH CARE SERVICES",1927-06-08,CA,CORPORATION,"",N,"350 TERRACINA BLVD","",REDLANDS,CA,923734850,"",""
O20080404000771,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1821044348,N,557679,1850478587,"CARE SHARING LLC","CARE SHARING HOME HEALTH",2002-01-02,CA,LLC,"",P,"16861 VENTURA BLVD","STE 200",ENCINO,CA,914361712,"",""
O20080407000072,WI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1134255037,N,527001,4688613193,"VISITING NURSE ASSOCIATION OF WISCONSIN, INC","AURORA AT HOME",1907-06-07,WI,CORPORATION,"",N,"11333W NATIONAL AVE","","WEST ALLIS",WI,532273111,"HHA BRANCH",""
O20080407000146,WI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1932361763,N,527302,4688613193,"VISITING NURSE ASSOCIATION OF WISCONSIN, INC","AURORA AT HOME",1907-06-07,WI,CORPORATION,"",N,"931 DISCOVERY RD","","GREEN BAY",WI,543118002,"HHA BRANCH",""
O20080407000158,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1881807485,N,679177,5799862348,"CONSOLIDATED FIRST CHOICE HOME HEALTH,INC","",2007-04-20,TX,CORPORATION,"",P,"412 S KAUFMAN ST","",NEWTON,TX,759663603,"HHA BRANCH",""
O20080407000540,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1467656694,N,679523,1951488543,"INTEGRACARE OF TEXAS, LLC","CENTERWELL HOME HEALTH","","",LLC,"",P,"813 SANTA FE DR","STE 100",WEATHERFORD,TX,760866577,"",""
O20080407000549,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1932263787,N,453182,4587741178,"VALERIEANNE AND FLOYD, INC","ELITE HOME HEALTH",2012-07-31,TX,CORPORATION,"",P,"905 N 4TH ST","",LONGVIEW,TX,75601,"",""
O20080407000602,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1629280581,N,109078,4789761388,"HOME CARE PLUS INC.","",2007-01-24,FL,CORPORATION,"",P,"8095 NW 12TH ST","STE 300",DORAL,FL,331261844,"",""
O20080407000727,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1053500652,N,059208,4284711805,"LEVEL HOME HEALTH INC.","",2007-05-30,CA,CORPORATION,"",P,"260 S LOS ROBLES AVE","STE 101",PASADENA,CA,911012869,"",""
O20080408000138,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1821156316,N,147503,3779660311,"GAFFEY HOME NURSING & HOSPICE INC.","HEARTLAND HOME NURSING INC",1991-02-14,IL,CORPORATION,"",P,"3408 RIVER RD 2","",STERLING,IL,610814159,"",""
O20080408000158,OH,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1720163637,N,367475,6204935786,"LICKING MEMORIAL HOSPITAL","",1899-01-13,OH,CORPORATION,"",N,"1865 TAMARACK RD","",NEWARK,OH,430552305,"",""
O20080408000381,LA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1912041286,N,197240,1355428814,"EXCELLENT HOME HEALTH CARE, LLC","","","",LLC,"",P,"1821 FRANKLIN AVE","",GRETNA,LA,70053,"HHA BRANCH",""
O20080408000511,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1831370899,N,557740,0941387419,"HIGHLAND HOME HEALTHCARE, INC.","",1996-05-17,CA,CORPORATION,"",P,"8671 WILSHIRE BLVD","STE 606","BEVERLY HILLS",CA,902112936,"HHA BRANCH",""
O20080408000625,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1174704563,N,237157,7012092323,"SHARED SERVICES HOME HEALTH CARE CORPORATION","",1987-07-01,MI,CORPORATION,"",N,"400 W RUSSELL ST","",SALINE,MI,481761183,"",""
O20080409000020,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1851560890,N,239027,3072690593,"PRIME HOMECARE AGENCY LLC","",2008-02-22,MI,LLC,"",P,"44004 WOODWARD AVE 305","","BLOOMFIELD HILLS",MI,483025033,"",""
O20080409000792,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1659543957,N,058237,3971680398,"SALUS HOME HEALTH AND HOSPICE INC","SALUS HOME HEALTH",2007-11-29,CA,CORPORATION,"",P,"630 ROOSEVELT","STE A",IRVINE,CA,926203621,"",""
O20080410000035,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1396938783,N,148034,5496832818,"OPTIMUM HOME HEALTH CARE INC","",2006-09-08,IL,CORPORATION,"",P,"9730 S WESTERN AVE","STE 203","EVERGREEN PARK",IL,608052854,"",""
O20080410000139,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1831399419,N,679504,1850478173,"SUPERIOR HOME HEALTH OF SAN ANTONIO, LLC","SUPERIOR HOME HEALTH","","",LLC,"",P,"8000 VANTAGE DR","","SAN ANTONIO",TX,782304781,"",""
O20080410000868,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1902089378,N,059277,3870670185,"ATRIUM HOME HEALTH INC","",2006-12-26,CA,CORPORATION,"",P,"1901 E LAMBERT RD","STE 207","LA HABRA",CA,906315757,"",""
O20080411000154,OK,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1467641696,N,377733,9638256845,"SHANADOA HOME HEALTH, INC.","",2007-08-07,OK,CORPORATION,"",P,"2448 E 81ST ST","STE 1400",TULSA,OK,741374307,"HHA BRANCH",""
O20080411000316,IA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1679741060,N,167410,3577474196,"LUTHERAN HOME FOR THE AGED ASSOCIATION-EAST","LUTHERAN HOME HEALTH AGENCY",1945-07-13,IA,CORPORATION,"",N,"1413 2ND AVE","",VINTON,IA,523491695,"",""
O20080412000102,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1952394074,N,058038,2567549769,"ACT HOME HEALTH, INC.","","","",CORPORATION,"",P,"12431 LEWIS ST","STE 101","GARDEN GROVE",CA,928404653,"",""
O20080414000070,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1114986585,N,459371,7315933413,"INTEGRACARE OF OLNEY HOME HEALTH, LLC","CENTERWELL HOME HEALTH","","",LLC,"",P,"118 S PARK DR","STE D",BROWNWOOD,TX,768015957,"",""
O20080414000235,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1578614087,N,557790,5597842617,"PRECAUTIONARY HOME HEALTH SERVICES","",1996-03-15,CA,CORPORATION,"",P,"11011 CRENSHAW BLVD","STE 203",INGLEWOOD,CA,903036334,"",""
O20080414000333,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1023213667,N,747156,4284711326,"WKM HEALTHCARE INC.","AVATAR HEALTHCARE",2007-05-22,TX,CORPORATION,"",P,"100 N CENTRAL EXPY","STE 190, ROOM NO-114",RICHARDSON,TX,750805302,"",""
O20080414000369,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1861667115,N,147407,3779660816,"AMEDISYS ILLINOIS, L.L.C.","AMEDISYS HOME HEALTH",2007-01-30,IL,LLC,"",P,"765 ELA ROAD","SUITE 105","LAKE ZURICH",IL,600472339,"",""
O20080415000031,OH,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1235278953,N,369018,2365529443,"MILLENIUM NURSING AGENCY LTD","",2003-07-16,OH,LLC,"",P,"130 TRI COUNTY PARKWAY","SUITE 215",CINCINNATI,OH,452463289,"",""
O20080415000040,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1689874588,N,747301,6709963887,"ROBNITA HEALTH CARE SERVICES INC.","AVIATOR HOME HEALTH",2007-06-07,TX,CORPORATION,"",P,"9500 RAY WHITE RD","STE 200","FORT WORTH",TX,762449105,"",""
O20080415000144,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1194948976,N,148038,2062590151,"IMMANUEL HOME CARE SERVICES, INC.","",2007-01-01,IL,CORPORATION,"",P,"9205 S KEATING AVE","STE 1","OAK LAWN",IL,604532583,"",""
O20080415000197,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1275602419,N,107523,9638257736,"CARETENDERS VISITING SERVICES OF PINELLAS COUNTY, LLC","MEDERI CARETENDERS",2006-10-25,FL,LLC,"",P,"11030 49TH ST N","",CLEARWATER,FL,337624801,"",""
O20080415000333,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1932184561,N,057447,6305924416,"NURSES ON WHEELS, INC.","RELIANCE HOME HEALTH SERVICES",1993-06-17,CA,CORPORATION,"",P,"16660 PARAMOUNT BLVD","STE 304",PARAMOUNT,CA,907235459,"",""
O20080415000495,CT,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1194997791,N,077200,0941388078,"CONSTELLATION HOME CARE LLC","",2007-12-27,CT,LLC,"",P,"14 WESTPORT AVE","",NORWALK,CT,068513915,"HHA BRANCH",""
O20080415000646,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1043279417,N,678210,1951489012,"INTEGRACARE HOME HEALTH SERVICES INC.","CENTERWELL HOME HEALTH",2000-01-10,TX,CORPORATION,"",P,"700 E PARK BLVD","STE 104",PLANO,TX,750748842,"",""
O20080415000809,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1164589321,N,058190,3072691146,"VICTORY HOME HEALTH AGENCY","","","",PARTNERSHIP,"",P,"24490 SUNNYMEAD BLVD","STE 108","MORENO VALLEY",CA,925537762,"",""
O20080416000044,ND,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1538150834,N,357021,3173601150,"CITY COUNTY HEALTH DISTRICT","","","",OTHER,GOVERNMENT,N,"415 2ND AVE NE","STE 101","VALLEY CITY",ND,580723060,"",""
O20080417000048,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1437349842,N,747330,2860570736,"RISESUN CARE INC.","RISESUN CARE HOME HEALTH",2007-03-21,TX,CORPORATION,"",P,"1003 S VIRGINIA ST","",TERRELL,TX,751604504,"HHA BRANCH",""
O20080418000057,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1164667531,N,679716,2961580824,"CORNERSTONE HOME HEALTH SERVICES INC.","CORNERSTONE HOME HEALTH AGENCY",2007-12-11,TX,CORPORATION,"",P,"2201 MIDWAY RD","STE 112",CARROLLTON,TX,750065079,"",""
O20080418000145,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1982635223,Y,107326,7719880772,"NHC-OP LP","NHC HOMECARE",1997-12-16,DE,PARTNERSHIP,"",P,"1617 HIGHWAY 98 W","STE E2",CARRABELLE,FL,323223008,"",""
O20080418000254,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1376817965,N,747005,6406934272,"TOO CARE HOME HEALTH AGENCY INC","",2012-02-07,TX,CORPORATION,"",P,"8330 MEADOW RD","STE 222",DALLAS,TX,752310325,"",""
O20080418000537,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1538237268,N,557005,6406934207,"EXTENDED HEALTH CARE, INC","",1995-03-01,CA,CORPORATION,"",P,"1718 E ARTESIA BLVD","","LONG BEACH",CA,908051649,"HHA BRANCH",""
O20080421000039,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1407049398,N,747024,8426136243,"ALAMO HOME HEALTHCARE, INC.","",2006-08-24,TX,CORPORATION,"",P,"613 NW LOOP 410","STE 660","SAN ANTONIO",TX,782165507,"",""
O20080421000067,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1548452923,N,109343,9234217068,"TODAY'S HOME HEALTH SERVICES,INC","",2006-06-14,FL,CORPORATION,"",P,"43 NE 10TH STREET","",HOMESTEAD,FL,33030,"",""
O20080421000073,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1801827258,Y,107372,7719880772,"NHC-OP LP","NHC HOMECARE - CHIPLEY",2000-02-22,TN,PARTNERSHIP,"",P,"946 MAIN ST","",CHIPLEY,FL,324281926,"",""
O20080421000223,SD,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1912177874,N,437081,6608954458,"HEARTLAND HOME HEALTH LLC","",2008-02-29,SD,LLC,"",P,"319 SUMMIT ST","","BELLE FOURCHE",SD,577172069,"",""
O20080421000324,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1366635419,N,109446,7113005869,"LEEDER HOME HEALTH CARE SERVICES LLC","ACCOMPLISHED HOME CARE",2006-09-12,FL,LLC,"",P,"922 LAKE BALDWIN LN","STE B",ORLANDO,FL,328145900,"",""
O20080422000119,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1023234366,N,109207,4183702871,"COMPREHENSIVE HOME CARE OF NORTH WEST FLORIDA","",2007-03-01,FL,CORPORATION,"",P,"7552 NAVARRE PARKWAY","UNIT 4",NAVARRE,FL,325667312,"HHA BRANCH",""
O20080422000130,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1619163664,N,743172,2365520053,"HOME SWEET HOME UNLIMITED INC.","HOME SWEET HOME UNLIMITED INC.","",TX,CORPORATION,"",P,"11920 VISTA DEL SOL DR","BLDG A","EL PASO",TX,799366122,"",""
O20080422000242,IN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1447431077,N,157604,8426136128,"ALL AMERICA HOMEHEALTHCARE, INC.","",2007-11-07,IN,CORPORATION,"",P,"8140 CALUMET AVE","",MUNSTER,IN,463211702,"",""
O20080422000469,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1609926765,N,057704,2062320559,"DIGNITY HEALTH","MERCY MEMORIAL HOME HEALTH",1954-10-11,CA,CORPORATION,"",N,"1600 D STREET, SUITE 202","",BAKERSFIELD,CA,933015329,"",""
O20080422000588,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1386839900,N,557684,9234217878,"ADVENT HOME HEALTH CARE SERVICES, INC","",1996-02-20,CA,CORPORATION,"",P,"1128 E ROUTE 66","",GLENDORA,CA,917403772,"HHA BRANCH",""
O20080422000715,KS,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1477695468,N,178085,8628985397,"ARC THERAPY SERVICES, LLC","HCA MIDWEST HEALTHCARE AT HOME",2001-03-08,TN,LLC,"",D,"7304 W 130TH ST","STE 200","OVERLAND PARK",KS,662132638,"",""
O20080422000920,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1700059631,N,058141,1456439033,"ALL CARE HOME HEALTH OF SAN GABRIEL","",2008-01-17,CA,CORPORATION,"",P,"3505 HART AVE",203,ROSEMEAD,CA,917702061,"",""
O20080422000931,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1275679946,N,058053,7618055294,"DSP HOME HEALTH, INC.","",1998-02-03,CA,CORPORATION,"",P,"1815 E WORKMAN AVE","STE D","WEST COVINA",CA,917911423,"HHA BRANCH",""
O20080422000939,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1871772780,N,239034,8426136003,"AQUARIUS HOME CARE, LLC","",2007-10-25,MI,LLC,"",P,"29698 DEQUINDRE RD","",WARREN,MI,480922194,"HHA BRANCH",""
O20080423000226,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1700067683,N,109462,9739267345,"ALL ABOUT YOU HOME HEALTH AGENCY, INC.","",2007-03-15,FL,CORPORATION,"",P,"370 CAMINO GARDENS BLVD","STE 118","BOCA RATON",FL,334325826,"",""
O20080423000229,MD,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1558436303,N,217131,1557449162,"JOHNS HOPKINS PEDIATRICS AT HOME, INC.","JOHNS HOPKINS PEDIATRICS AT HOME",1992-12-17,MD,CORPORATION,"",N,"5901 HOLABIRD AVE","STE A",BALTIMORE,MD,212246015,"HHA BRANCH",""
O20080423000237,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1033298039,N,109363,5092893602,"HOME LIFE, LLC.","",2006-05-04,FL,LLC,"",P,"175 FONTAINEBLEAU BOULEVARD","SUITE 1 G 3",MIAMI,FL,331724511,"",""
O20080423000272,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1982899050,N,747017,2062590680,"FIRST PRECISION HEALTHCARE SERVICES INC.","PRECISION HEALTHCARE SERVICES",2007-09-07,TX,CORPORATION,"",P,"2440 TEXAS PKWY","STE 230","MISSOURI CITY",TX,774894085,"",""
O20080423000293,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1144393083,N,747060,3577641190,"29 HHA INC","A BEAUTIFUL DAY HEALTH CARE",2006-10-23,TX,CORPORATION,"",P,"3102 E BUS 83","STE I",WESLACO,TX,785968343,"",""
O20080423000330,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1144417270,N,747151,0547348161,"ZION ROCK SERVICES LLC","ZIONROCK HEALTHCARE SERVICES","","",LLC,"",P,"2000 N CENTRAL EXPY","STE 110",PLANO,TX,750745484,"",""
O20080423000385,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1891737607,N,747144,7517979073,"ONE LAC, INC","ALPHA CARE HOME HEALTH",2006-02-17,TX,CORPORATION,"",P,"701 EAST ESPERANZA","SUITE A",MCALLEN,TX,785011402,"",""
O20080423000757,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1609044924,N,059010,9638257108,"CENTRAL COAST HOME HEALTH INC","",2008-01-25,CA,CORPORATION,"",P,"253 GRANADA DR D","","SAN LUIS OBISPO",CA,934017340,"HHA BRANCH",""
O20080424000213,MD,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1699701177,N,217048,6204889298,"AMEDISYS MARYLAND, L.L.C.","AMEDISYS HOME HEALTH",2005-01-21,MD,LLC,"",P,"511 JERMOR LANE","STE 200",WESTMINSTER,MD,211576151,"",""
O20080424000581,NC,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1467435842,N,347179,7315937612,WAKEMED,"WAKEMED HOME HEALTH","","",CORPORATION,"",N,"2920 HIGHWOODS BLVD","",RALEIGH,NC,276041556,"HHA BRANCH",""
O20080424000641,TN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1245221795,N,447201,5991883332,"GERICARE, LLC","DEACONESS HOMECARE",1983-04-07,TN,LLC,"",P,"123 PICKWICK STREET","",SAVANNAH,TN,383721953,"HHA BRANCH",""
O20080425000122,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1861563173,N,459315,7719065184,"OUR HOMECARE,INC","B&D OUR HOMECARE DBA OUR HOMECARE INC",1997-01-21,TX,CORPORATION,"",P,"10300 N CENTRAL EXPY","STE 212",DALLAS,TX,752318662,"",""
O20080425000135,IN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1427243070,N,157600,8426136896,"ALPHA HOME HEALTH CARE, INC.","",2007-07-06,IN,CORPORATION,"",P,"9006 CLINE AVE","",HIGHLAND,IN,463222204,"",""
O20080425000172,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1558541144,N,109337,7012095490,"ACTIVE HOME HEALTH CARE SERVICES,LLC","",2006-11-03,FL,LLC,"",P,"5589 OKEECHOBEE BLVD","STE 105","WEST PALM BEACH",FL,334174486,"",""
O20080425000209,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1033391750,N,148056,9234217613,"OPEN WATERS HOME HEALTH CARE, INC.","",2007-03-01,IL,CORPORATION,"",P,"5940 W TOUHY AVENUE","SUITE 145",NILES,IL,607144638,"",""
O20080425000229,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1316132269,N,743167,9133207525,"OMNIX HEALTH CARE SERVICES INC.","",2007-08-08,TX,CORPORATION,"",P,"5503 1ST ST","",CROSBY,TX,775328723,"",""
O20080428000247,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1679687099,N,458032,8123106499,"IPH HOME HEALTH CARE INC","",1994-03-09,TX,CORPORATION,"",P,"1300 N 10TH ST","STE 210",MCALLEN,TX,785014392,"",""
